#Year,Title,Genre,Studio,Cast,Level,
2013,Escape Plan,,Summit Entertainment,"Mikael Håfström (director); Miles Chapman, Jason Keller (screenplay); Sylvester Stallone, Arnold Schwarzenegger",2,
2013,Romeo and Juliet,,Relativity Media,"Carlo Carlei (director); Julian Fellowes (screenplay); Douglas Booth, Hailee Steinfeld, Damian Lewis, Kodi Smit-McPhee, Ed Westwick, Paul Giamatti",1,
2013,Charlie's Country,,,"Rolf de Heer (director); Rolf de Heer, David Gulpilil (screenplay); David Gulpilil,Luke Ford",1,
2013,Her,,Warner Bros.,"Spike Jonze (director/screenplay); Joaquin Phoenix, Rooney Mara, Amy Adams,Scarlett Johansson, Olivia Wilde",2,
2013,Waar,,MindWorks Media,"Bilal Lashari (director); Shaan Shahid, Shamoon Abbasi, Ali Azmat, Ayesha Khan",2,
2013,Gimme Shelter,,Roadside Attractions,"Ron Krauss (director/screenplay); Vanessa Hudgens, Rosario Dawson, Brendan Fraser, James Earl Jones",0,
2013,Carrie,,MGM / Screen Gems,"Kimberly Peirce (director); Roberto Aguirre-Sacasa, Lawrence D. Cohen(screenplay); Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday, Judy Greer, Ansel Elgort, Alex Russell",1,
2013,I'm in Love with a Church Girl,,Reverence Gospel Media Films,"Steve Race (director); Ja Rule, Adrienne Bailon, Vincent Pastore, TobyMac, T-Bone, Michael Madsen, Stephen Baldwin",2,
2013,Purno Doirgho Prem Kahini,,Friends Movies International,"Safi Uddin (director); Shakib Khan, Joya Ahsan, Arifin Shuvoo",0,
2013,23 Blast,,Ocean Avenue Entertainment,"Dylan Baker (director); Bram Hoover, Toni Hoover (screenplay); Mark Hapka, Bram Hoover, Stephen Lang",2,
2013,Saving Mr. Banks,,Walt Disney Pictures,"John Lee Hancock (director); Kelly Marcel, Sue Smith (screenplay); Tom Hanks,Emma Thompson, Colin Farrell, Paul Giamatti, Jason Schwartzman, Ruth Wilson,B. J. Novak",1,
2013,Thor: The Dark World,,Marvel Studios,"Alan Taylor (director); Robert Rodat, Don Payne, Christopher Yost, Stephen McFeely, Christopher Markus (screenplay); Chris Hemsworth, Natalie Portman,Tom Hiddleston, Anthony Hopkins, Stellan Skarsgård, Idris Elba, Christopher Eccleston, Adewale Akinnuoye-Agbaje, Kat Dennings, Ray Stevenson, Zachary Levi, Tadanobu Asano, Jaimie Alexander, Rene Russo",0,
2013,Ender's Game,,Summit Entertainment,"Gavin Hood (director/screenplay); Asa Butterfield, Harrison Ford, Hailee Steinfeld,Viola Davis, Abigail Breslin, Ben Kingsley",0,
2013,Jackass Presents: Bad Grandpa,,Paramount Pictures / MTV Films,"Jeff Tremaine (director/screenplay); Johnny Knoxville, Spike Jonze (screenplay); Johnny Knoxville, Jackson Nicoll",0,
2013,Last Vegas,,CBS Films,"Jon Turteltaub (director); Dan Fogelman, Adam Brooks (screenplay); Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline",0,
2013,Free Birds,,Relativity Media,"Jimmy Hayward (director); Craig Mazin, David I. Stern, John J. Strauss(screenplay); Woody Harrelson, Owen Wilson, Amy Poehler",2,
2013,Krrish 3,,Eros Entertainment,"Rakesh Roshan (director/screenplay); Robin Bhatt, Honey Irani (screenplay);Hrithik Roshan, Vivek Oberoi, Priyanka Chopra, Kangana Ranaut",2,
2013,The Starving Games,,Ketchup Entertainment,"Jason Friedberg, Aaron Seltzer (directors/screenplay); Maiara Walsh, Brant Daugherty",1,
2013,Out of the Furnace,,Relativity Media,"Scott Cooper (director/screenplay); Christian Bale, Casey Affleck, Zoe Saldana,Sam Shepard, Woody Harrelson, Forest Whitaker, Willem Dafoe",1,
2013,The Hunger Games: Catching Fire,,Lionsgate,"Francis Lawrence (director); Simon Beaufoy, Michael Arndt (screenplay); Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, Stanley Tucci, Donald Sutherland, Philip Seymour Hoffman,Jeffrey Wright",0,
2013,Lone Survivor,,Universal Pictures,"Peter Berg (director/screenplay); Mark Wahlberg, Taylor Kitsch, Ben Foster, Emile Hirsch, Eric Bana",0,
2013,The Best Man Holiday,,Universal Studios,"Malcolm D. Lee (director/screenplay); Taye Diggs, Nia Long, Morris Chestnut,Harold Perrineau, Terrence Howard, Regina Hall",2,
2013,Frozen,,Walt Disney Pictures /Walt Disney Animation Studios,"Jennifer Lee (director/screenplay); Chris Buck (director); Shane Morris (screenplay); Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Santino Fontana",1,
2013,Delivery Man,,Touchstone Pictures /DreamWorks Pictures,"Ken Scott (director/screenplay); Vince Vaughn, Chris Pratt, Cobie Smulders",2,
2013,Gori Tere Pyaar Mein,,Reliance Big Pictures,"Punit Malhotra (director/screenplay); Arshad Syed (screenplay); Imran Khan,Kareena Kapoor Khan",0,
2013,Singh Saab the Great,,Eros International,"Sunny Deol, Urvashi Rautela, Prakash Raj, Anil Sharma (director), S. Gopinath (cinematographer), Ashfaque Makrani (editor), Anand Raj Anand and Sonu Nigam(music)",1,
2013,Anchorman 2: The Legend Continues,,Paramount Pictures,"Adam McKay (director/screenplay); Will Ferrell, Christina Applegate, Paul Rudd,David Koechner",0,
2013,The Christmas Candle,,Pinewood Studios,"John Stephenson (director); Candace Lee, Eric Newman (screenplay); Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, James Cosmo,Susan Boyle, Barbara Flynn, John Hannah, Jude Wright",1,
2013,Black Nativity,,Fox Searchlight Pictures,"Kasi Lemmons (director/screenplay); Forest Whitaker, Angela Bassett, Tyrese Gibson, Jennifer Hudson, Mary J. Blige, Vondie Curtis-Hall, Nas, Rotimi, Jacob Latimore",1,
2013,Homefront,,Open Road Films,"Gary Fleder (director); Sylvester Stallone (screenplay); Jason Statham, James Franco, Winona Ryder, Kate Bosworth, Frank Grillo",2,
2013,Oldboy,,FilmDistrict,"Spike Lee (director); Mark Protosevich (screenplay); Josh Brolin, Sharlto Copley,Elizabeth Olsen",2,
2013,The Hobbit: The Desolation of Smaug,,Warner Bros. / New Line Cinema / MGM,"Peter Jackson (director/screenplay); Fran Walsh, Philippa Boyens, Guillermo del Toro (screenplay); Martin Freeman, Ian McKellen, Richard Armitage, Benedict Cumberbatch, Orlando Bloom, Evangeline Lilly, Lee Pace, Luke Evans, Ken Stott",0,
2013,47 Ronin,,Universal Pictures,"Carl Rinsch (director); Chris Morgan, Hossein Amini (screenplay); Keanu Reeves,Hiroyuki Sanada",0,
2013,American Hustle,,Columbia Pictures,"David O. Russell (director/screenplay); Eric Warren Singer (screenplay); Christian Bale, Jennifer Lawrence, Amy Adams, Jeremy Renner, Bradley Cooper",1,
2013,A Madea Christmas,,Lionsgate,"Tyler Perry (director/screenplay); Tyler Perry, Anna Maria Horsford, Larry the Cable Guy, Chad Michael Murray, Kathy Najimy, Tika Sumpter, Eric Lively,Jonathan Chase, Alicia Witt, Lisa Whelchel, Vickie Eng",0,
2013,Walking with Dinosaurs,,20th Century Fox,"Neil Nightengale, Pierre de Lespinois, Barry Cook (directors); John Collee,Theodore Thomas (screenplay); John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone",2,
2013,The Wolf of Wall Street,,Paramount Pictures /Universal Pictures / Red Granite Pictures,"Martin Scorsese (director); Terence Winter (screenplay); Leonardo DiCaprio,Jonah Hill, Matthew McConaughey, Margot Robbie, Kyle Chandler, Jon Favreau,Jean Dujardin, Rob Reiner",2,
2013,Chander Pahar,,Shree Venkatesh Films,"Kamaleshwar Mukherjee (director/screenplay); Dev, Gérard Rudolf, Martin Cito Otto",0,
2013,Dhoom 3,,Yash Raj Films,"Vijay Krishna Acharya (director/screenplay); Aamir Khan, Abhishek Bachchan,Uday Chopra, Katrina Kaif, Jackie Shroff",2,
2013,Grudge Match,,Warner Bros.,"Peter Segal (director); Tim Kelleher, Doug Ellin, Bill Gerber (screenplay); Sylvester Stallone, Robert De Niro, Kim Basinger, Alan Arkin, Kevin Hart, Jon Bernthal",1,
2013,Justin Bieber's Believe,,Open Road Films,"Jon M. Chu (director); Justin Bieber, Scooter Braun, Usher Raymond IV, Pattie Mallette",0,
2013,The Insomniac,,Welcome Home Productions,"Monty Miranda (director); Eddy Salazar, Peter Kenneth Jones (screenplay); Eddy Salazar, Clare Grant, John Heard, Danny Trejo, Keith Szarabajka",0,
2012,The Devil Inside,,Paramount Pictures /Insurge Pictures,"William Brent Bell (director/screenplay); Matthew Peterman (screenplay); Suzan Crowley, Fernanda Andrade, Simon Quarterman, Evan Helmuth",1,
2012,Red Tails,,20th Century Fox /Lucasfilm,"Anthony Hemingway (director); John Ridley (screenplay); Cuba Gooding, Jr.,Terrence Howard",2,
2012,Contraband,,Universal Pictures,"Baltasar Kormákur (director); Aaron Guzikowski (screenplay); Mark Wahlberg,Kate Beckinsale, Ben Foster, Giovanni Ribisi",1,
2012,Joyful Noise,,Warner Bros.,"Todd Graff (director/screenplay); Queen Latifah, Dolly Parton, Jeremy Jordan,Keke Palmer",1,
2012,Journey 2: The Mysterious Island,,Warner Bros. / New Line Cinema,"Brad Peyton (director); Mark Gunn, Brian Gunn (screenplay); Dwayne Johnson,Michael Caine, Josh Hutcherson, Vanessa Hudgens, Luis Guzmán",0,
2012,The Queen of Versailles,,Magnolia Pictures,"Lauren Greenfield (director); David Siegal, Jackie Siegal",0,
2012,Searching for Sugar Man,,Sony Pictures Classics,Malik Bendjelloul (director); Rodriguez,2,
2012,Beasts of the Southern Wild,,Fox Searchlight Pictures,"Benh Zeitlin (director/screenplay); Lucy Alibar (screenplay); Quvenzhané Wallis,Dwight Henry",1,
2012,The Invisible War,,Docurama Films,Kirby Dick (director/screenplay);,2,
2012,Payback,,Zeitgeist Films,Jennifer Baichwal (director),1,
2012,Robot & Frank,,Samuel Goldwyn Films,"Jake Schreier (director); Christopher Ford (screenplay); Frank Langella, Susan Sarandon, James Marsden, Liv Tyler, Peter Sarsgaard, Jeremy Sisto, Jeremy Strong",0,
2012,Tim and Eric's Billion Dollar Movie,,Magnet Releasing,"Tim Heidecker, Eric Wareheim (director/screenplay); Tim Heidecker, Eric Wareheim, Will Ferrell, Zach Galifianakis",0,
2012,Underworld: Awakening,,Screen Gems,"Måns Mårlind, Bjorn Stein (directors); Len Wiseman, John Hlavin, Allison Burnett,J. Michael Straczynski (screenplay); Kate Beckinsale, Theo James, India Eisley,Michael Ealy, Stephen Rea, Charles Dance",1,
2012,Arbitrage,,Roadside Attractions,"Nicholas Jalecki (director/screenplay); Richard Gere, Susan Sarandon, Tim Roth,Brit Marling, Laetitia Casta, Nate Parker",0,
2012,Compliance,,Magnolia Pictures,"Craig Zobel (director/screenplay); Ann Dowd, Dreama Walker, Pat Healy",0,
2012,Detropia,,ITVS,"Heidi Ewing, Rachel Grady (directors)",0,
2012,Ai Weiwei: Never Sorry,,Sundance Selects,"Alison Klayman (director/screenplay); Danqing Chen, Ying Gao, Gu Changwei",0,
2012,Nobody Walks,,Magnolia Pictures,"Ry Russo-Young (director/screenplay), Lena Dunham (screenplay); John Krasinski, Olivia Thirlby, Rosemarie DeWitt, Justin Kirk",1,
2012,Safety Not Guaranteed,,FilmDistrict,"Colin Trevorrow (director/screenplay); Derek Connolly (screenplay); Aubrey Plaza,Mark Duplass, Jake Johnson, Karan Soni",1,
2012,Shut Up and Play the Hits,,Oscilloscope Laboratories,"Will Lovelace, Dylan Southern (directors); James Murphy, Nancy Whang, Pat Mahoney, Gunnar Bjerk, Chuck Klosterman, Gavin Russom, Keith Wood, Al Doyle",1,
2012,Smashed,,Sony Pictures Classics,"James Ponsoldt (director/screenplay); Susan Burke (screenplay); Mary Elizabeth Winstead, Aaron Paul, Octavia Spencer, Nick Offerman, Megan Mullally",1,
2012,Bachelorette,,The Weinstein Company,"Leslye Headland (director/screenplay); Kirsten Dunst, Isla Fisher, Lizzy Caplan,James Marsden, Kyle Bornheimer, Rebel Wilson, Adam Scott",0,
2012,Chasing Ice,,National Geographic,Jeff Orlowski (director),0,
2012,The Imposter,,The Indomina Group,Bart Layton (director); Frédéric Bourdin,0,
2012,John Dies at the End,,Magnolia Pictures,"Don Coscarelli (director/screenplay); Chase Williamson, Rob Mayes, Paul Giamatti, Clancy Brown, Glynn Turman, Doug Jones, Daniel Roebuck",0,
2012,LUV,,Indomina Media,"Sheldon Candis (director/screenplay); Common, Michael Rainey Jr., Dennis Haysbert",1,
2012,The Sessions,,Fox Searchlight Pictures,"Ben Lewin (director/screenplay); John Hawkes, Helen Hunt, William H. Macy,Moon Bloodgood",1,
2012,Darling Companion,,Sony Pictures Classics,"Lawrence Kasdan (director/screenplay); Meg Kasdan (screenplay); Kevin Kline,Diane Keaton, Richard Jenkins, Elisabeth Moss, Mark Duplass, Dianne Wiest,Sam Shepard",0,
2012,"For a Good Time, Call...",,Focus Features,"Jamie Travis (director); Katie Anne Naylon, Lauren Miller (screenplay); Ari Graynor, Seth Rogen, Lauren Miller, Justin Long, Mark Webber, James Wolk",1,
2012,Man on a Ledge,,Summit Entertainment,"Asger Leth (director); Pablo Fenjves, Erich Hoeber, Jon Hoeber (screenplay);Sam Worthington, Elizabeth Banks, Jamie Bell, Anthony Mackie, Génesis Rodríguez, Ed Harris",2,
2012,One for the Money,,Lionsgate,"Julie Anne Robinson (director); Karen Ray, Stacy Sherman, Liz Brixius(screenplay); Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo,Sherri Shepherd, Debbie Reynolds",2,
2012,The Words,,CBS Films,"Brian Klugman, Lee Sternthal (directors/screenplay); Bradley Cooper, Jeremy Irons, Zoe Saldana, Dennis Quaid, Olivia Wilde, Ben Barnes",2,
2012,Chronicle,,20th Century Fox,"Josh Trank (director/screenplay); Max Landis (screenplay); Dane DeHaan,Michael B. Jordan, Alex Russell, Michael Kelly",2,
2012,Big Miracle,,Universal Pictures,"Ken Kwapis (director); Jack Amiel, Michael Begler (screenplay); John Krasinski,Drew Barrymore",2,
2012,The Woman in Black,,CBS Films,"James Watkins (director); Jane Goldman (screenplay); Daniel Radcliffe, Ciarán Hinds, Janet McTeer, Liz White",2,
2012,"Farewell, My Queen",,Cohen Media Group,"Benoît Jacquot (director/screenplay); Léa Seydoux, Diane Kruger, Virginie Ledoyen",1,
2012,Safe House,,Universal Pictures,"Daniel Espinosa (director); David Guggenheim (screenplay); Denzel Washington,Ryan Reynolds",2,
2012,The Vow,,Screen Gems,"Michael Sucsy (director); Abby Kohn, Marc Silverstein, Jason Katims (screenplay);Rachel McAdams, Channing Tatum, Scott Speedman, Jessica Lange, Sam Neill",1,
2012,Exit Strategy,,Ask Around Entertainment,"Michael Whitton (director); Jameel Saleem, Kimelia Weathers, Quincy ""QDeezy"" Harris, Big Boy, Kevin Hart",1,
2012,Iron Sky,,Blind Spot Pictures,"Timo Vuorensola (director); Johanna Sinisalo, Michael Kalesniko (screenplay);Julia Dietze, Peta Sergeant, Götz Otto, Chris Kirby, Udo Kier",2,
2012,Marley,,Magnolia Pictures,Kevin Macdonald (director); Bob Marley,1,
2012,Tabu,,Adopt Films,"Miguel Gomes (director/screenplay); Mariana Ricardo (screenplay); Teresa Madruga, Laura Soveral, Ana Moreira",1,
2012,Jayne Mansfield's Car,,Anchor Bay Films,"Billy Bob Thornton (director/screenplay); Tom Epperson (screenplay); Robert Duvall, John Hurt, Kevin Bacon, Billy Bob Thornton, Katherine LaNasa, Ray Stevenson, Robert Patrick, Frances O'Connor",0,
2012,A Royal Affair,,Magnolia Pictures,"Nikolaj Arcel (director/screenplay); Rasmus Heisterberg (screenplay); Alicia Vikander, Mads Mikkelsen",1,
2012,Ghost Rider: Spirit of Vengeance,,Columbia Pictures /Warner Bros. / Marvel Knights,"Mark Neveldine, Brian Taylor (directors); Scott Dimple, Seth Hoffman, David Goyer (screenplay); Nicolas Cage, Ciarán Hinds, Violante Placido, Johnny Whitworth, Idris Elba, Christopher Lambert",0,
2012,This Means War,,20th Century Fox,"McG (director); Timothy Dowling, Simon Kinberg (screenplay); Tom Hardy, Chris Pine, Reese Witherspoon, Chelsea Handler, Til Schweiger",1,
2012,Act of Valor,,Relativity Media,"""Mouse"" McCoy, Scott Waugh (directors); Kurt Johnstad (screenplay); Active Duty Navy SEALs, Roselyn Sánchez, Alex Veadov, Jason Cottle, Nester Serrano",1,
2012,Gone,,Summit Entertainment,"Heitor Dhalia (director); Allison Burnett (screenplay); Amanda Seyfried, Jennifer Carpenter, Sebastian Stan, Wes Bentley, Michael Paré",2,
2012,Good Deeds,,Lionsgate,"Tyler Perry (director/screenplay); Tyler Perry, Thandie Newton, Rebecca Romijn,Brian J. White, Jamie Kennedy, Gabrielle Union",1,
2012,Wanderlust,,Universal Pictures,"David Wain (director/screenplay); Ken Marino (screenplay); Paul Rudd, Jennifer Aniston, Malin Åkerman, Justin Theroux, Lauren Ambrose, Joe Lo Truglio,Kathryn Hahn, Alan Alda",0,
2012,The Waiting Room,,International Film Circuit,Peter Nicks (director);,2,
2012,Being Flynn,,Focus Features,"Paul Weitz (director/screenplay); Robert De Niro, Paul Dano, Olivia Thirlby,Julianne Moore",0,
2012,The Lorax,,Universal Pictures /Illumination Entertainment,"Chris Renaud, Kyle Balda (directors); Cinco Paul, Ken Daurio (screenplay); Danny DeVito, Zac Efron, Taylor Swift, Ed Helms, Rob Riggle, Betty White, Jenny Slate",0,
2012,Project X,,Warner Bros.,"Nima Nourizadeh (director); Matt Drake, Michael Bacall (screenplay); Thomas Mann, Oliver Cooper, Jonathan Daniel Brown",1,
2012,Fury,,IFC Films,"David Weaver (director/screenplay); Elan Mastai (screenplay); Samuel L. Jackson,Luke Kirby, Ruth Negga, Tom Wilkinson",1,
2012,John Carter,,Walt Disney Pictures,"Andrew Stanton (director/screenplay); Mark Andrews, Michael Chabon(screenplay); Taylor Kitsch, Lynn Collins, Samantha Morton, Mark Strong, Ciarán Hinds, Dominic West, James Purefoy, Willem Dafoe",1,
2012,A Thousand Words,,Paramount Pictures /DreamWorks Pictures,"Brian Robbins (director); Steven Koren (screenplay); Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney",2,
2012,The Cabin in the Woods,,Lionsgate,"Drew Goddard (director/screenplay); Joss Whedon (screenplay); Richard Jenkins,Bradley Whitford, Jesse Williams, Chris Hemsworth, Kristen Connolly, Anna Hutchison, Fran Kranz",2,
2012,The Raven,,Relativity Media,"James McTeigue (director); Ben Livingston, Hannah Shakespeare (screenplay);John Cusack, Alice Eve, Luke Evans, Brendan Gleeson",1,
2012,"3,2,1... Frankie Go Boom",,Variance Films,"Jordan Roberts (director/screenplay); Charlie Hunnam, Chris O'Dowd, Lizzy Caplan, Nora Dunn, Whitney Cummings, Ron Perlman, Chris Noth",0,
2012,Sinister,,Summit Entertainment,"Scott Derrickson (director/screenplay); C. Robert Cargill AKA Carlyle fromSpill.com (screenplay); Ethan Hawke, Juliet Rylance, Fred Thompson, Vincent D'Onofrio, James Ransone, Clare Foley, Michael Hall D'Addario",0,
2012,21 Jump Street,,Columbia Pictures / MGM,"Phil Lord, Chris Miller (directors/screenplay); Michael Bacall (screenplay); Jonah Hill, Channing Tatum",2,
2012,The Hunger Games,,Lionsgate,"Gary Ross (director/screenplay); Suzanne Collins, Billy Ray (screenplay); Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, Stanley Tucci, Donald Sutherland",0,
2012,Casa de Mi Padre,,Pantelion Films /Lionsgate,"Matt Piedmont (director); Andrew Steele (screenplay); Will Ferrell, Gael García Bernal, Diego Luna, Génesis Rodríguez, Pedro Armendáriz, Jr., Nick Offerman,Efren Ramirez, Adrian Martinez",0,
2012,2 Days in New York,,Magnolia Pictures,"Julie Delpy (director/screenplay); Alexia Landeau, Alexandre Nahon (screenplay);Julie Delpy, Chris Rock, Albert Delpy, Alexia Landeau, Alex Nahon",1,
2012,The Pirates! In an Adventure with Scientists!,,Columbia Pictures /Aardman Animations /Sony Pictures Animation,"Peter Lord, Jeff Newitt (directors); Gideon Defoe (screenplay); Hugh Grant, Martin Freeman, Imelda Staunton, David Tennant, Jeremy Piven, Salma Hayek, Lenny Henry, Brian Blessed",0,
2012,Wrath of the Titans,,Warner Bros.,"Jonathan Liebesman (director); Dan Mazeau, David Leslie Johnson (screenplay);Sam Worthington, Liam Neeson, Ralph Fiennes, Édgar Ramírez, Rosamund Pike,Danny Huston, Bill Nighy, Toby Kebbell",0,
2012,Mirror Mirror,,Relativity Media,"Tarsem Singh (director); Jason Keller, Melisa Wallack (screenplay); Lily Collins,Julia Roberts, Armie Hammer, Nathan Lane, Mare Winningham, Michael Lerner,Sean Bean",2,
2012,Battleship,,Universal Pictures /Hasbro,"Peter Berg (director); Jon Hoeber, Erich Hoeber (screenplay); Taylor Kitsch, Alexander Skarsgård, Rihanna, Brooklyn Decker, Tadanobu Asano",1,
